q_index,node,node_type,gap,full_ratio,top1_ratio,top3_ratio,contrast_ratio,tool_call_tags_ratio,tools_block_ratio,user_block_ratio,attn_contrast_clean,attn_tool_call_tags_clean,attn_tools_block_clean,attn_user_block_clean,attn_recent_32_clean,attn_prefix_16_clean,attn_contrast_corrupt,attn_tool_call_tags_corrupt,attn_tools_block_corrupt,attn_user_block_corrupt,attn_recent_32_corrupt,attn_prefix_16_corrupt,top1_pos,top1_token,top1_category,target_logit_delta,distractor_logit_delta,top_positive_tokens
2,L21H1,head,7.375,0.4915254237288136,-0.05084745762711865,0.3559322033898305,-0.0847457627118644,0.03389830508474576,-0.05084745762711865,-0.03389830508474576,0.0016028275713324547,0.05813008174300194,0.0,0.1722501516342163,0.02199133299291134,0.4089551866054535,0.00047616742085665464,0.018287017941474915,0.0,0.24063913524150848,0.028655560687184334,0.5275359749794006,0,<|im_start|>,other,1.5,-2.125, ● |  oral | <tool_call> |  τ |  �
2,L21H12,head,7.375,0.4576271186440678,0.423728813559322,0.423728813559322,-0.05084745762711865,-0.05084745762711865,-0.05084745762711865,-0.05084745762711865,0.0014843296958133578,0.025119023397564888,0.0,0.03802135959267616,0.03069377690553665,0.07852214574813843,0.00024813684285618365,0.013005639426410198,0.0,0.14676740765571594,0.0783180445432663,0.13124650716781616,111,\n,other,1.375,-2.0,闪电 |  ● |  τ | 〝 |  Carl
2,L23H6,head,7.375,0.3050847457627119,0.288135593220339,0.3050847457627119,0.0,-0.01694915254237288,-0.01694915254237288,0.0,0.0005124276503920555,0.005375457927584648,0.0,0.09881606698036194,0.15287095308303833,0.38521116971969604,0.0003403905138839036,0.005600553937256336,0.0,0.19831709563732147,0.22320522367954254,0.36593329906463623,246,\n\n,other,0.875,-1.375,.AnchorStyles | MouseClicked | <tool_call> |  lắm | 减持
2,L24H6,head,7.375,0.3050847457627119,0.3728813559322034,0.4067796610169492,0.0,0.4067796610169492,0.0,-0.0847457627118644,1.803190025384538e-05,0.9303572177886963,0.0,0.016444290056824684,0.00954405777156353,0.032263923436403275,0.0002610354858916253,0.6915096044540405,0.0,0.05638699606060982,0.034013763070106506,0.18104207515716553,105,<tool_call>,tool_call_tags,0.375,-1.875, Linux |  � |  Doors |  track |  SW
2,MLP11,mlp,7.375,0.06779661016949153,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-1,,,0.25,-0.25, Singh | EEDED |  pract | orrect | ething
2,MLP20,mlp,7.375,0.1016949152542373,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-1,,,0.625,-0.125,ampled | 开门 |  def | (open |  Markets
2,MLP22,mlp,7.375,0.22033898305084745,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-1,,,0.75,-0.875,产后 | mıştır | 情 | 对孩子 |  SHALL
2,MLP27,mlp,7.375,0.3728813559322034,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-1,,,1.25,-1.5,.Master | 快三 | .every | 还可以 | 错过
3,L17H8,head,8.25,0.3484848484848485,0.07575757575757576,0.0,-0.045454545454545456,-0.07575757575757576,-0.07575757575757576,-0.12121212121212122,0.0018718078499659896,0.005117039196193218,0.0,0.19689339399337769,0.14943286776542664,0.15137363970279694,0.008162586949765682,0.0022290206979960203,0.0,0.27442988753318787,0.1358022391796112,0.24863579869270325,0,<|im_start|>,other,1.0,-1.875, either | <tool_call> | 周岁 |  callable | 所说
3,L20H5,head,8.25,0.2878787878787879,0.030303030303030304,0.21212121212121213,0.015151515151515152,0.045454545454545456,0.015151515151515152,0.18181818181818182,0.00018608685059007257,0.016982942819595337,0.0,0.30861103534698486,0.206140398979187,0.04591703787446022,0.0002076455857604742,0.010774830356240273,0.0,0.5362932085990906,0.16988880932331085,0.03374182805418968,29,></,other,0.75,-1.625, charged |  orally |  crucial |  ++)\n |  oral
3,L21H1,head,8.25,0.3787878787878788,-0.07575757575757576,0.3333333333333333,-0.07575757575757576,0.0,-0.07575757575757576,-0.10606060606060606,0.0008264912758022547,0.06773237884044647,0.0,0.15974649786949158,0.032843463122844696,0.4642360508441925,0.00023700528254266828,0.024742256850004196,0.0,0.21541151404380798,0.03034825623035431,0.540417492389679,0,<|im_start|>,other,1.0,-2.125, � | <tool_call> |  freshly |  carried | \TestCase
3,L21H12,head,8.25,0.4090909090909091,0.3939393939393939,0.4090909090909091,-0.10606060606060606,-0.06060606060606061,-0.10606060606060606,-0.09090909090909091,0.0023055432830005884,0.02943526953458786,0.0,0.05048516392707825,0.04084048047661781,0.08118892461061478,0.00015411278582178056,0.023686394095420837,0.0,0.1348583698272705,0.0840296745300293,0.11989134550094604,111,\n,other,1.125,-2.25, Carl | <tool_call> |  Flutter | .Cursor |  ●
3,L23H6,head,8.25,0.2727272727272727,0.2727272727272727,0.2878787878787879,0.0,-0.015151515151515152,0.015151515151515152,-0.06060606060606061,0.0004843788337893784,0.0027398760430514812,0.0,0.056367382407188416,0.10611259937286377,0.4168182909488678,0.00026381766656413674,0.0028001354075968266,0.0,0.11042875051498413,0.14809870719909668,0.4007124602794647,265,\n\n,other,0.75,-1.5,.AnchorStyles | <tool_call> |  Kostenlos | fragistics | (Float
3,L24H6,head,8.25,0.4090909090909091,0.4393939393939394,0.4696969696969697,-0.030303030303030304,0.4696969696969697,-0.045454545454545456,-0.06060606060606061,1.6709242117940448e-05,0.9025981426239014,0.0,0.020967569202184677,0.010964185930788517,0.05372823029756546,0.00018554585403762758,0.6329153776168823,0.0,0.05749925598502159,0.03253534063696861,0.23703120648860931,105,<tool_call>,tool_call_tags,0.625,-2.75, Linux |  � |  � | .Arrays | 旗下
3,MLP11,mlp,8.25,-0.13636363636363635,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-1,,,-0.75,0.375,def | -def |  def | inan | olan
3,MLP20,mlp,8.25,0.16666666666666666,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-1,,,0.375,-1.0,ampled |  taxpayer |  caches | 主持人 |  taxpayers
3,MLP22,mlp,8.25,0.25757575757575757,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-1,,,0.75,-1.375,轾 | mıştır | 毒性 |  대해서 | .Preference
3,MLP27,mlp,8.25,0.4090909090909091,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-1,,,1.375,-2.0,快三 | .Master | .every |  allegedly | 错过
4,L17H8,head,6.5,0.25,-0.07692307692307693,0.038461538461538464,-0.038461538461538464,0.0,0.0,-0.019230769230769232,0.0024394819047302008,0.005824285559356213,0.0,0.1919339895248413,0.1044076457619667,0.15127992630004883,0.011020079255104065,0.00307870889082551,0.0,0.25606030225753784,0.10694445669651031,0.2831186056137085,0,<|im_start|>,other,0.5,-1.125, hasNext |  either | 各种各样 |  httpRequest |  ●
4,L20H5,head,6.5,0.3076923076923077,0.07692307692307693,0.21153846153846154,0.019230769230769232,0.019230769230769232,0.038461538461538464,0.19230769230769232,0.00011010022717528045,0.020505957305431366,0.0,0.2659341096878052,0.11794916540384293,0.023428360000252724,0.00017293890414293855,0.009440615773200989,0.0,0.5682964324951172,0.09958796203136444,0.024072259664535522,29,></,other,0.625,-1.375, ++)\n |  charged |  striped |  orally |  oral
4,L21H1,head,6.5,0.3269230769230769,-0.09615384615384616,0.2692307692307692,-0.07692307692307693,0.0,-0.11538461538461539,-0.038461538461538464,0.001288886647671461,0.0584845095872879,0.0,0.19143450260162354,0.03411679342389107,0.37492722272872925,0.00030267369584180415,0.022177565842866898,0.0,0.2343633770942688,0.03666476160287857,0.4868333041667938,0,<|im_start|>,other,0.75,-1.375, ● |  oral |  polled |  striped | 口
4,L21H12,head,6.5,0.3269230769230769,0.34615384615384615,0.3076923076923077,-0.057692307692307696,-0.038461538461538464,-0.09615384615384616,-0.019230769230769232,0.0031895325519144535,0.022389410063624382,0.0,0.058509863913059235,0.03214234113693237,0.08099240064620972,0.00025780475698411465,0.013631263747811317,0.0,0.1844521164894104,0.08063363283872604,0.14383146166801453,111,\n,other,0.625,-1.5, Carl |  ● | 川 | _cursor | 闪电
4,L23H6,head,6.5,0.19230769230769232,0.23076923076923078,0.25,-0.019230769230769232,-0.019230769230769232,-0.019230769230769232,-0.07692307692307693,0.00041878956835716963,0.005644866731017828,0.0,0.07957622408866882,0.12201491743326187,0.38651663064956665,0.00020514683274086565,0.006438476499170065,0.0,0.1642279326915741,0.20820190012454987,0.36436349153518677,240,\n\n,other,0.5,-0.75, I |  Kerry | _CURSOR |  COUR | 川
4,L24H6,head,6.5,0.15384615384615385,0.2692307692307692,0.21153846153846154,-0.019230769230769232,0.25,-0.019230769230769232,-0.11538461538461539,6.844919425930129e-06,0.9538582563400269,0.0,0.015089510008692741,0.009009637869894505,0.014000767841935158,0.00012326205614954233,0.8000488877296448,0.0,0.05582132935523987,0.0405951663851738,0.07889481633901596,105,<tool_call>,tool_call_tags,0.0,-1.0, � |  � |  SW |  � |  AW
4,MLP11,mlp,6.5,0.057692307692307696,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-1,,,0.25,-0.125,manship | 曰 | 而非 | WithString | ư
4,MLP20,mlp,6.5,0.11538461538461539,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-1,,,0.375,-0.375,(open | ampled | 有必要 | 文化交流 | LocalizedString
4,MLP22,mlp,6.5,0.09615384615384616,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-1,,,0.5,-0.125,">I | 产后 | 对孩子 | '),(' | =\"""""
4,MLP27,mlp,6.5,0.34615384615384615,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-1,,,1.0,-1.25,"(open | •\n\n | (I | Ĩ | .""\n\n\n\n"
5,L17H8,head,8.875,0.38028169014084506,0.11267605633802817,0.18309859154929578,0.11267605633802817,0.11267605633802817,0.11267605633802817,0.16901408450704225,0.0023474530316889286,0.004774821922183037,0.0,0.187531977891922,0.10375700891017914,0.16996948421001434,0.013580193743109703,0.0021012688521295786,0.0,0.2831990122795105,0.102464959025383,0.25910189747810364,0,<|im_start|>,other,1.375,-2.0,<tool_call> |  either |  대해서 |  letters | .AnchorStyles
5,L20H5,head,8.875,0.2676056338028169,0.07042253521126761,0.22535211267605634,0.014084507042253521,0.014084507042253521,0.04225352112676056,0.2535211267605634,0.00014068612654227763,0.017277145758271217,0.0,0.3531329035758972,0.1371922791004181,0.03117441013455391,0.00019305842579342425,0.01116509735584259,0.0,0.5760303735733032,0.1277431696653366,0.030410584062337875,29,></,other,0.875,-1.5, charged |  oral |  striped |  orally | <tool_call>
5,L21H1,head,8.875,0.4647887323943662,-0.028169014084507043,0.38028169014084506,-0.056338028169014086,0.07042253521126761,-0.014084507042253521,0.028169014084507043,0.0014269064413383603,0.059733714908361435,0.0,0.22552154958248138,0.03161609172821045,0.38214951753616333,0.0002846774004865438,0.018839973956346512,0.0,0.2758626639842987,0.030649030581116676,0.4916495978832245,0,<|im_start|>,other,1.75,-2.375,<tool_call> |  letters |  carried | -Headers | fragistics
5,L21H12,head,8.875,0.39436619718309857,0.4084507042253521,0.4084507042253521,-0.056338028169014086,-0.014084507042253521,-0.07042253521126761,-0.04225352112676056,0.00226214830763638,0.027108998969197273,0.0,0.055824264883995056,0.03680839017033577,0.08143697679042816,0.00010449448018334806,0.01840052753686905,0.0,0.14258822798728943,0.07413631677627563,0.12338098883628845,111,\n,other,1.375,-2.125,<tool_call> | -Headers |  lắm |  ● | .Cursor
5,L23H6,head,8.875,0.3380281690140845,0.3380281690140845,0.352112676056338,-0.028169014084507043,-0.028169014084507043,-0.04225352112676056,0.0,0.000915293931029737,0.004586088005453348,0.0,0.0963168740272522,0.13697923719882965,0.3566921353340149,0.0005306277889758348,0.0042504421435296535,0.0,0.16320456564426422,0.20632317662239075,0.3489049971103668,253,\n\n,other,1.125,-1.875,<tool_call> | .AnchorStyles |  lắm | \TestCase | .findViewById
5,L24H6,head,8.875,0.4084507042253521,0.4647887323943662,0.4788732394366197,-0.028169014084507043,0.49295774647887325,0.0,-0.04225352112676056,2.3711612811894156e-05,0.9240965843200684,0.0,0.017734289169311523,0.00966771598905325,0.034787941724061966,0.00027852924540638924,0.616327166557312,0.0,0.06435851752758026,0.03272514045238495,0.23324231803417206,105,<tool_call>,tool_call_tags,0.75,-2.875, Linux | 间 |  Doors |  lắm | .Arrays
5,MLP11,mlp,8.875,0.16901408450704225,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-1,,,0.875,-0.625,而后 |  professionally |  centuries | umbnail | \TestCase
5,MLP20,mlp,8.875,0.2112676056338028,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-1,,,0.875,-1.0, caches | .Keyword | ampled | 主持人 | .Preference
5,MLP22,mlp,8.875,0.22535211267605634,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-1,,,0.875,-1.125,atedRoute | 轾 | 对孩子 | 毒性 | mıştır
5,MLP27,mlp,8.875,0.4084507042253521,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-1,,,1.875,-1.75,.Master |  equal | .every |  quarters | 快三
6,L17H8,head,4.625,0.2702702702702703,-0.02702702702702703,0.05405405405405406,-0.02702702702702703,-0.02702702702702703,-0.02702702702702703,-0.10810810810810811,0.0030943346209824085,0.007401365786790848,0.0,0.22341658174991608,0.10390527546405792,0.16666552424430847,0.012327265925705433,0.003572461660951376,0.0,0.34470754861831665,0.12749430537223816,0.25004029273986816,0,<|im_start|>,other,0.5,-0.75, either | 皇后 |  hasNext | callable | 也应该
6,L20H5,head,4.625,0.21621621621621623,0.0,0.13513513513513514,-0.05405405405405406,-0.05405405405405406,-0.05405405405405406,0.13513513513513514,0.00010621624096529558,0.01657584309577942,0.0,0.20056459307670593,0.1233888790011406,0.024117017164826393,0.00015690509462729096,0.011832194402813911,0.0,0.3916098177433014,0.11638259887695312,0.0240060742944479,29,></,other,0.375,-0.625, striped |  ++)\n |  Cruise |  Lesb |  vol
6,L21H1,head,4.625,0.2972972972972973,-0.08108108108108109,0.2702702702702703,-0.08108108108108109,-0.02702702702702703,-0.08108108108108109,-0.05405405405405406,0.001361174276098609,0.06284917891025543,0.0,0.15431195497512817,0.0208878256380558,0.4057120382785797,0.0003477972059044987,0.030108783394098282,0.0,0.22010143101215363,0.025884797796607018,0.453860878944397,0,<|im_start|>,other,0.625,-0.75,川 | 취 | 〝 |  cursor |  취
6,L21H12,head,4.625,0.2702702702702703,0.2972972972972973,0.24324324324324326,-0.08108108108108109,-0.05405405405405406,-0.08108108108108109,-0.05405405405405406,0.0027609835378825665,0.025631558150053024,0.0,0.050159208476543427,0.030786650255322456,0.08459852635860443,0.00019570595759432763,0.015468154102563858,0.0,0.12286700308322906,0.05640755966305733,0.11203392595052719,111,\n,other,0.375,-0.875, Carl |  polled | 川 |  Hurricane | _cursor
6,L23H6,head,4.625,0.21621621621621623,0.1891891891891892,0.21621621621621623,-0.08108108108108109,-0.05405405405405406,-0.08108108108108109,-0.08108108108108109,0.0006472441600635648,0.0028244643472135067,0.0,0.08096221089363098,0.11676870286464691,0.3991212248802185,0.0004473036387935281,0.003042162861675024,0.0,0.17137785255908966,0.19578859210014343,0.36016473174095154,267,\n\n,other,0.375,-0.625,_cursor |  Kostenlos | 屑 |  Cruiser | �
6,L24H6,head,4.625,0.10810810810810811,0.21621621621621623,0.1891891891891892,-0.02702702702702703,0.21621621621621623,-0.05405405405405406,-0.10810810810810811,2.2860804165247828e-05,0.9206026792526245,0.0,0.01751026138663292,0.012597567401826382,0.03735106438398361,0.00015562737826257944,0.8130842447280884,0.0,0.04238621145486832,0.03055550716817379,0.09096333384513855,105,<tool_call>,tool_call_tags,-0.125,-0.625, � |  � |  Script | 法 | 测
6,MLP11,mlp,4.625,0.08108108108108109,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-1,,,0.375,0.0,ivamente | -post | (open |  reopened | 交
6,MLP20,mlp,4.625,-0.02702702702702703,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-1,,,0.25,0.375, isOpen | (open | 门户网站 | 	elseif | \Models
6,MLP22,mlp,4.625,0.1891891891891892,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-1,,,0.5,-0.375,对孩子 | 产后 |  xamarin | (iOS |  vol
6,MLP27,mlp,4.625,0.1891891891891892,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-1,,,0.75,-0.125,",...\n\n | •\n\n | =(- | =["" | 'I"
7,L17H8,head,6.25,0.32,0.14,0.14,0.06,0.06,0.06,0.1,0.002232120605185628,0.004487411119043827,0.0,0.18965378403663635,0.08814209699630737,0.1877702921628952,0.008874958381056786,0.0026303082704544067,0.0,0.24130888283252716,0.10006866604089737,0.29484960436820984,0,<|im_start|>,other,0.625,-1.375,所说 | 周岁 | 减持 | 专业化 |  ●
7,L20H5,head,6.25,0.32,0.12,0.22,0.02,0.0,0.06,0.2,0.00014249025844037533,0.016122780740261078,0.0,0.3055264353752136,0.18393956124782562,0.04621574282646179,0.00024897968978621066,0.007911698892712593,0.0,0.542396068572998,0.15263332426548004,0.04187510162591934,29,></,other,0.375,-1.625, ++)\n |  striped |  democratic |  × |  windy
7,L21H1,head,6.25,0.26,-0.1,0.18,-0.08,-0.02,-0.08,-0.06,0.001608037855476141,0.052444275468587875,0.0,0.1982250213623047,0.02443687804043293,0.3734266459941864,0.00037575207534246147,0.02590109221637249,0.0,0.2223820686340332,0.02594798430800438,0.4795905649662018,0,<|im_start|>,other,0.5,-1.125,川 | 投 | 口 |  Burn |  track
7,L21H12,head,6.25,0.44,0.36,0.36,-0.08,-0.06,-0.1,-0.06,0.0011260983301326632,0.031224744394421577,0.0,0.04184531420469284,0.04074837639927864,0.06876832991838455,0.00023959277314133942,0.01959207095205784,0.0,0.1552864909172058,0.10445167124271393,0.12651324272155762,111,\n,other,0.875,-1.875, Carl | 川 | 闪电 |  Capitol | 巡航
7,L23H6,head,6.25,0.24,0.26,0.24,-0.02,-0.02,-0.02,-0.04,0.0003364916774444282,0.004431265406310558,0.0,0.12070860713720322,0.13814952969551086,0.373188316822052,0.00022008601808920503,0.003847032319754362,0.0,0.22637289762496948,0.2018216997385025,0.34586164355278015,232,\n\n,other,0.375,-1.125,川 | _CURSOR |  Kerry | _cursor | (cursor
7,L24H6,head,6.25,0.2,0.26,0.3,-0.04,0.26,-0.04,-0.06,1.205699663842097e-05,0.9475191235542297,0.0,0.015751797705888748,0.007470315787941217,0.02017362415790558,0.00018120459571946412,0.8034047484397888,0.0,0.04397425800561905,0.021680908277630806,0.10290514677762985,105,<tool_call>,tool_call_tags,-0.125,-1.375, SW |  � |  � |  Linux |  �
7,MLP11,mlp,6.25,0.26,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-1,,,0.625,-1.0,_processors |  perform |  ++)\n | _cursor | руч
7,MLP20,mlp,6.25,0.22,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-1,,,0.25,-1.125,开门 | ampled | 资本市场 |  treści |  screens
7,MLP22,mlp,6.25,0.22,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-1,,,0.25,-1.125,"产后 | 毒性 | 对孩子 |  "".\n |  SwiftUI"
7,MLP27,mlp,6.25,0.32,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-1,,,0.75,-1.25,错过 | 快三 | Ĩ | •\n\n |  tick
8,L17H8,head,9.0,0.4444444444444444,0.19444444444444445,0.16666666666666666,0.013888888888888888,0.013888888888888888,0.013888888888888888,0.06944444444444445,0.0019685549195855856,0.00576488533988595,0.0,0.18985754251480103,0.13122622668743134,0.1994592547416687,0.009496010839939117,0.002711042296141386,0.0,0.25214147567749023,0.10791163146495819,0.3264414370059967,0,<|im_start|>,other,2.0,-2.0,<tool_call> | .AnchorStyles | .DateField |  unwitting |  entrenched
8,L20H5,head,9.0,0.2777777777777778,0.20833333333333334,0.25,0.06944444444444445,0.041666666666666664,0.06944444444444445,0.16666666666666666,0.0002705039514694363,0.01117708906531334,0.0,0.4504079818725586,0.15490388870239258,0.05731099098920822,0.00021110102534294128,0.007962592877447605,0.0,0.6092137098312378,0.138618603348732,0.03777586296200752,139,.py,user_block,1.0,-1.5, charged | <tool_call> |  orally |  InputStreamReader |  minorities
8,L21H1,head,9.0,0.4722222222222222,-0.05555555555555555,0.3472222222222222,-0.06944444444444445,0.06944444444444445,-0.06944444444444445,-0.06944444444444445,0.001638693269342184,0.033553674817085266,0.0,0.2370186150074005,0.02841365337371826,0.44414493441581726,0.00040965620428323746,0.011527253314852715,0.0,0.2601560354232788,0.021099736914038658,0.533038854598999,0,<|im_start|>,other,2.125,-2.125,<tool_call> |  entrenched | 减持 | fragistics | MouseClicked
8,L21H12,head,9.0,0.4722222222222222,0.4027777777777778,0.4305555555555556,-0.09027777777777778,-0.013888888888888888,-0.027777777777777776,-0.041666666666666664,0.0021731227170675993,0.017608124762773514,0.0,0.06744344532489777,0.05937861278653145,0.11368748545646667,0.00014912239566911012,0.012167771346867085,0.0,0.1318276822566986,0.09464914351701736,0.1316213756799698,111,\n,other,2.125,-2.125,<tool_call> | .AnchorStyles | .DateField | MouseClicked | .Cursor
8,L23H6,head,9.0,0.2916666666666667,0.2916666666666667,0.3333333333333333,-0.05555555555555555,-0.05555555555555555,-0.041666666666666664,-0.05555555555555555,0.0002845829585567117,0.006032755132764578,0.0,0.08343085646629333,0.14804427325725555,0.3705281615257263,0.00026523982523940504,0.007492771837860346,0.0,0.1602063924074173,0.22025275230407715,0.33411645889282227,262,\n\n,other,1.25,-1.375,<tool_call> | .AnchorStyles | ัว | .KeyChar |  freshly
